Target_genes	E2F4|Average	SRX027401|Adipocytes	SRX019963|GM06990	SRX150410|GM12878	SRX150445|HeLa	SRX668217|HRPEpiC	SRX150679|K-562	SRX194566|MCF-7	SRX194567|MCF-7	SRX150480|MCF_10A	STRING
VPS29	999.222222	665	340	1740	1287	80	1409	1295	326	1851	0
RAD9B	999.222222	665	340	1740	1287	80	1409	1295	326	1851	0
METTL2B	997.555556	924	205	1080	1078	122	1497	1473	470	2129	0
FANCL	996.000000	584	257	481	2129	0	1496	1523	416	2078	0
LOC100287896	989.555556	637	202	1742	1274	152	891	1504	501	2003	0
LIPT2	989.555556	637	202	1742	1274	152	891	1504	501	2003	0
INTS7	984.555556	574	295	1439	1760	150	1765	948	306	1624	0
DTL	984.555556	574	295	1439	1760	150	1765	948	306	1624	0
NCAPD2	980.888889	654	400	1632	862	236	1107	1202	408	2327	0
MRPL51	980.888889	654	400	1632	862	236	1107	1202	408	2327	0
FAM111A	975.555556	255	314	1397	1522	237	1457	1282	299	2017	0
UHRF1	975.000000	1152	432	1838	693	432	1624	393	0	2211	0
ARRDC5	975.000000	1152	432	1838	693	432	1624	393	0	2211	0
NEU1	973.222222	548	449	2070	519	317	1006	1072	401	2377	0
AUNIP	970.444444	1177	560	1615	826	199	1821	521	0	2015	0
KIF11	968.666667	927	233	1622	1032	131	628	1449	536	2160	0
PSMC3IP	966.444444	700	419	1702	994	347	1383	679	251	2223	0
TUBB	962.777778	804	186	1067	1352	61	1440	1396	471	1888	0
MDC1	962.777778	804	186	1067	1352	61	1440	1396	471	1888	0
PXMP2	961.888889	1174	442	1776	451	184	1355	822	231	2222	0
POLE	961.888889	1174	442	1776	451	184	1355	822	231	2222	0
PLAA	961.444444	1096	0	1679	867	214	201	1638	726	2232	0
IFT74	961.444444	1096	0	1679	867	214	201	1638	726	2232	0
UBE3D	958.555556	1024	433	1762	727	310	1028	914	335	2094	0
DOP1A	958.555556	1024	433	1762	727	310	1028	914	335	2094	0
VPS35	955.777778	942	499	1446	1105	210	607	1203	392	2198	0
ORC6	955.777778	942	499	1446	1105	210	607	1203	392	2198	0
METTL2A	955.444444	674	0	837	1129	81	948	2079	862	1989	0
CEP135	954.888889	1263	558	1905	496	262	993	716	294	2107	0
RFX1	954.333333	744	0	1026	1435	0	900	1654	555	2275	0
GGH	951.888889	1420	619	1722	393	270	1099	841	297	1906	0
CCM2	947.555556	1223	174	1521	911	299	1210	755	158	2277	0
NEIL3	943.888889	464	426	1456	1316	207	1695	867	240	1824	0
ANP32E	942.555556	529	0	1529	1075	192	543	1887	736	1992	0
C19orf48	942.111111	836	354	958	1800	138	1054	1207	183	1949	0
TRIM37	934.333333	335	292	1451	783	138	1003	1767	1013	1627	0
EIF3F	932.555556	689	0	1450	1053	120	434	1612	709	2326	0
RPS20	928.888889	442	196	947	1327	127	1913	951	285	2172	0
CHAMP1	926.333333	1240	701	1084	1122	136	725	959	330	2040	0
CSTF3	925.555556	732	0	170	1922	104	1567	1295	351	2189	0
STAT1	923.777778	604	638	1568	707	213	979	1218	265	2122	0
ING2	919.555556	1216	256	1910	526	271	1087	688	273	2049	0
ZFYVE21	919.111111	842	258	1527	833	158	901	1058	470	2225	0
XRCC3	919.111111	842	258	1527	833	158	901	1058	470	2225	0
PPIL4	917.444444	1197	390	1628	520	370	629	1095	196	2232	0
FBXL20	914.555556	744	268	1678	831	120	1124	1030	228	2208	0
PPIH	908.777778	790	134	1542	680	240	735	1384	448	2226	0
TTC33	908.000000	660	163	814	1810	141	2218	647	0	1719	0
XRCC4	906.888889	845	0	1464	738	185	450	1607	426	2447	0
TMEM167A	906.888889	845	0	1464	738	185	450	1607	426	2447	0
EFCAB7	906.555556	625	555	179	1993	248	849	1520	659	1531	0
TEDC2	905.888889	1103	472	1844	525	97	1041	699	164	2208	0
NFATC2IP	904.666667	375	134	1372	875	82	1150	1628	503	2023	0
TMED5	903.333333	1396	449	1429	820	286	819	819	258	1854	0
CCDC18	903.333333	1396	449	1429	820	286	819	819	258	1854	0
ZGRF1	901.222222	232	241	1643	720	93	771	1769	706	1936	0
LARP7	901.222222	232	241	1643	720	93	771	1769	706	1936	0
TEX14	896.777778	236	0	979	662	75	1279	1897	1042	1901	0
RAD51C	896.777778	236	0	979	662	75	1279	1897	1042	1901	0
TPX2	896.333333	964	227	1413	806	186	578	1517	401	1975	0
POLR2K	895.555556	1465	512	1653	728	311	219	1151	348	1673	0
CCDC77	895.333333	856	179	1342	991	181	311	1580	539	2079	0
MEIG1	894.666667	343	298	1235	844	214	1242	1392	482	2002	0
SUCLG1	894.444444	912	0	1089	797	256	672	1603	612	2109	0
H3C6	894.333333	492	0	1440	152	424	341	2203	698	2299	0
CCDC34	888.777778	926	427	1218	1358	218	1073	848	219	1712	0
CDT1	888.555556	605	339	1170	1129	119	1466	904	290	1975	0
CCNG2	888.555556	419	261	1668	742	125	697	1582	382	2121	0
APRT	888.555556	605	339	1170	1129	119	1466	904	290	1975	0
RFC2	884.333333	853	323	1032	1105	208	1614	657	184	1983	0
NOP58	883.000000	614	0	994	1024	110	1102	1368	271	2464	0
ESPL1	883.000000	491	415	1484	892	183	1008	1258	407	1809	0
MYBL1	881.777778	1514	263	997	549	408	674	1037	465	2029	0
CCNA2	879.777778	345	317	1841	968	92	1333	1041	393	1588	0
RTKN2	878.666667	1097	261	867	1291	474	532	857	363	2166	0
BAHCC1	877.555556	977	0	806	837	245	727	1597	775	1934	0
H4C6	877.444444	492	0	1440	0	424	341	2203	698	2299	0
H1-3	877.444444	492	0	1440	0	424	341	2203	698	2299	0
SNX5	873.888889	532	292	1511	976	189	909	1136	313	2007	0
MGME1	873.888889	532	292	1511	976	189	909	1136	313	2007	0
ZNF519	872.555556	677	262	1424	853	117	592	1473	397	2058	0
SNRPA	871.555556	635	119	1188	991	115	547	1544	486	2219	0
C19orf54	871.555556	635	119	1188	991	115	547	1544	486	2219	0
VRK1	870.888889	787	306	1564	1013	157	1404	591	155	1861	0
ARHGAP11A-SCG5	870.888889	807	0	1420	1062	188	1043	1324	453	1541	0
ARHGAP11A	870.888889	807	0	1420	1062	188	1043	1324	453	1541	0
RAB8A	870.777778	696	221	1152	1650	98	1329	525	278	1888	0
RCC1	870.222222	1016	507	1077	959	464	1963	525	0	1321	0
POLD1	869.444444	680	238	1326	1158	216	1277	713	204	2013	0
NR1H2	869.444444	680	238	1326	1158	216	1277	713	204	2013	0
CENPB	868.333333	932	0	1808	403	219	749	972	296	2436	0
CDC25B	868.333333	932	0	1808	403	219	749	972	296	2436	0
TUBA1B	865.000000	364	229	582	1785	163	1303	1267	330	1762	0
NAP1L4	865.000000	1317	313	726	1091	122	1109	899	258	1950	0
FANCC	863.666667	1038	356	1105	632	288	1137	911	260	2046	0
OIP5	863.444444	726	445	1488	909	196	805	1018	434	1750	0
NUSAP1	863.444444	726	445	1488	909	196	805	1018	434	1750	0
VPS36	863.333333	1132	231	1505	532	178	726	970	346	2150	0
CKAP2	863.333333	1132	231	1505	532	178	726	970	346	2150	0
CEP43	860.111111	1117	349	1633	774	340	1408	356	0	1764	0
LOC112694756	859.222222	505	164	637	1866	113	1743	884	149	1672	0
H2BC12	853.888889	220	0	1185	1382	0	1320	1291	594	1693	0
H2AC12	853.888889	220	0	1185	1382	0	1320	1291	594	1693	0
KIF22	842.666667	729	246	1499	461	224	1027	1028	232	2138	0
SWSAP1	842.222222	637	0	1721	214	160	157	1836	677	2178	0
CENPI	842.222222	665	254	0	1457	152	1146	1426	744	1736	0
TRMT2A	839.555556	652	416	1094	945	107	1937	545	0	1860	0
RANBP1	839.555556	652	416	1094	945	107	1937	545	0	1860	0
PIAS1	837.222222	530	0	1343	1220	264	1075	989	538	1576	0
PRIM2	831.444444	816	0	661	1003	258	529	1815	511	1890	0
CDKN3	829.666667	680	272	1794	441	174	683	950	263	2210	0
IKBIP	825.555556	1321	241	1381	653	253	495	916	145	2025	0
APAF1	825.555556	1321	241	1381	653	253	495	916	145	2025	0
IER5	822.555556	747	386	1223	574	217	740	1270	407	1839	0
CCNB2	822.555556	723	190	1702	560	94	524	1223	365	2022	0
POLQ	818.666667	331	157	1602	1122	147	508	1344	356	1801	0
MRPL27	818.222222	345	219	1477	1027	188	586	1419	494	1609	0
EME1	818.222222	345	219	1477	1027	188	586	1419	494	1609	0
CGGBP1	817.444444	822	531	1655	300	262	506	1138	249	1894	0
C3orf38	817.444444	822	531	1655	300	262	506	1138	249	1894	0
RAB24	815.222222	280	139	1594	779	206	1602	572	0	2165	0
PRELID1	815.222222	280	139	1594	779	206	1602	572	0	2165	0
MXD3	815.222222	280	139	1594	779	206	1602	572	0	2165	0
MAEA	812.666667	882	194	1277	427	131	698	1140	293	2272	0
UCHL5	812.000000	1059	139	809	1006	0	946	1008	329	2012	0
RO60	812.000000	1059	139	809	1006	0	946	1008	329	2012	0
RFC1	811.000000	633	272	756	929	108	1547	935	318	1801	0
SUV39H1	810.777778	903	349	0	733	247	644	1343	767	2311	0
ABCB6	810.777778	1034	104	1299	0	154	621	1518	549	2018	0
NUDT1	809.555556	805	258	1499	730	295	672	763	181	2083	0
MRM2	809.555556	805	258	1499	730	295	672	763	181	2083	0
MAD1L1	809.555556	805	258	1499	730	295	672	763	181	2083	0
IER5L	805.888889	467	170	1449	944	178	599	1025	307	2114	0
CCNB1	803.666667	805	221	1429	391	106	692	1363	253	1973	0
SMC3	802.666667	791	0	597	1036	143	672	1528	534	1923	0
RFC5	802.666667	645	232	1074	1030	63	1148	1272	208	1552	0
ZNF684	800.777778	693	0	1121	796	202	906	1124	300	2065	0
SMPD4	799.000000	454	284	993	842	97	1664	554	0	2303	0
MZT2B	799.000000	454	284	993	842	97	1664	554	0	2303	0
CC2D1A	798.777778	848	201	801	1143	76	1560	737	0	1823	0
C19orf57	798.777778	848	201	801	1143	76	1560	737	0	1823	0
POLE3	795.888889	1176	0	1195	498	105	311	1225	722	1931	0
C9orf43	795.888889	1176	0	1195	498	105	311	1225	722	1931	0
ALAD	795.888889	1176	0	1195	498	105	311	1225	722	1931	0
RBL1	794.333333	602	326	1027	1416	109	1482	721	254	1212	0
CDCA4	792.777778	948	378	1179	735	257	1307	604	0	1727	0
DARS2	791.555556	392	186	1322	855	158	640	1364	395	1812	0
CENPL	791.555556	392	186	1322	855	158	640	1364	395	1812	0
GABPB2	790.000000	301	0	465	1172	0	756	1616	673	2127	0
ING5	788.444444	1061	375	1633	331	144	854	487	0	2211	0
DTYMK	788.444444	1061	375	1633	331	144	854	487	0	2211	0
GINS1	787.666667	570	495	1254	638	213	539	1171	243	1966	0
RPUSD1	787.555556	1570	427	1166	250	386	927	891	212	1259	0
CHTF18	787.555556	1570	427	1166	250	386	927	891	212	1259	0
WEE1	786.888889	520	423	1067	1154	134	1325	525	0	1934	0
CDC7	786.000000	469	297	710	1639	125	1355	643	172	1664	0
TTI1	781.777778	906	513	210	1067	347	1054	950	305	1684	0
RPRD1B	781.777778	906	513	210	1067	347	1054	950	305	1684	0
WDR62	781.666667	938	366	1624	454	136	1044	500	118	1855	0
THAP8	781.666667	938	366	1624	454	136	1044	500	118	1855	0
FANCI	780.666667	553	234	1374	964	259	659	1042	319	1622	0
PPIG	780.444444	371	0	1752	536	133	1370	1061	0	1801	0
MYC	779.888889	479	0	766	776	214	1477	969	322	2016	0
C9orf40	778.333333	746	621	981	1051	141	713	735	163	1854	0
PPP2R3B	777.777778	1296	650	0	855	254	747	807	225	2166	0
SART3	777.555556	905	264	1277	678	149	868	926	485	1446	0
ISCU	777.555556	905	264	1277	678	149	868	926	485	1446	0
PPID	777.444444	1016	364	1550	132	78	577	1068	297	1915	0
FBXO5	777.333333	150	345	1378	592	165	1354	963	229	1820	0
DMTF1	777.000000	885	270	675	1018	118	904	1028	443	1652	0
TAF11	776.777778	481	0	429	741	89	401	2029	899	1922	0
ANKS1A	776.777778	481	0	429	741	89	401	2029	899	1922	0
OBI1	776.666667	1312	0	597	1196	128	518	1068	398	1773	0
TYMSOS	775.222222	927	141	666	945	153	1016	810	197	2122	0
TYMS	775.222222	927	141	666	945	153	1016	810	197	2122	0
HJURP	771.555556	645	228	1315	955	254	703	766	158	1920	0
MCM10	770.222222	613	276	1169	536	207	904	1114	264	1849	0
FAM24B	768.888889	571	207	1348	898	136	330	1261	461	1708	0
BRCA1	768.333333	291	0	1596	752	124	1178	664	186	2124	0
PPFIA3	768.222222	1036	0	1103	299	0	262	1444	578	2192	0
C19orf73	768.222222	1036	0	1103	299	0	262	1444	578	2192	0
DDX11	767.666667	796	297	700	1001	133	590	1174	371	1847	0
DGCR8	767.555556	1107	117	0	1281	141	1616	546	0	2100	0
TCERG1	767.000000	626	0	1460	616	132	395	1237	256	2181	0
RAD51AP1	765.555556	362	190	1413	790	193	589	1220	368	1765	0
C12orf4	765.555556	362	190	1413	790	193	589	1220	368	1765	0
NUMA1	764.111111	788	194	1256	780	180	854	563	217	2045	0
LRTOMT	764.111111	788	194	1256	780	180	854	563	217	2045	0
FBXO48	762.333333	265	292	1473	624	165	528	1270	316	1928	0
APLF	762.333333	265	292	1473	624	165	528	1270	316	1928	0
SHOX2	760.666667	756	0	1232	553	162	280	1449	599	1815	0
RSRC1	760.666667	756	0	1232	553	162	280	1449	599	1815	0
ALG10	760.444444	771	102	690	802	147	291	1940	623	1478	0
FHOD1	759.000000	730	0	822	376	135	1012	1244	405	2107	0
DCK	758.666667	840	418	1216	783	0	1006	409	182	1974	0
MTF2	757.333333	862	192	841	705	126	1011	574	278	2227	0
TMEM116	757.111111	404	158	491	1377	0	1574	842	0	1968	0
ERP29	757.111111	404	158	491	1377	0	1574	842	0	1968	0
COP1	753.888889	1074	622	1178	852	243	533	1024	340	919	0
TLE4	751.888889	720	144	1172	306	0	135	1882	668	1740	0
INKA2	751.555556	588	0	1317	463	150	672	1004	397	2173	0
DDX20	751.555556	588	0	1317	463	150	672	1004	397	2173	0
STAG1	751.444444	634	386	744	1198	0	1013	897	214	1677	0
IRF3	748.555556	650	188	1056	573	188	333	1136	338	2275	0
CYCS	746.888889	358	235	431	1009	0	1207	931	323	2228	0
ERI1	746.777778	795	230	1483	493	143	656	699	326	1896	0
UPP1	746.333333	358	0	1584	1191	263	136	779	290	2116	0
ZNF785	745.222222	354	0	1564	466	0	577	1460	383	1903	0
AGFG2	745.111111	340	0	1409	541	118	1095	1143	183	1877	0
TOP2A	741.666667	501	154	1173	775	132	496	1087	497	1860	0
SMC1A	740.111111	496	109	0	1030	221	776	1485	795	1749	0
RIBC1	740.111111	496	109	0	1030	221	776	1485	795	1749	0
STRADA	739.000000	571	262	870	679	0	1223	1116	348	1582	0
SMC4	738.222222	541	0	1045	837	92	351	1511	454	1813	0
IFT80	738.222222	541	0	1045	837	92	351	1511	454	1813	0
ZNF724	738.000000	480	316	1494	0	71	142	1593	384	2162	0
ZNFX1	735.555556	262	0	528	1724	0	1794	540	120	1652	0
SNRPB	734.777778	366	130	1109	1021	126	1143	787	186	1745	0
SLC3A2	734.666667	377	0	882	1263	65	1344	964	187	1530	0
XRCC1	729.777778	802	400	808	673	140	1155	928	0	1662	0
PINLYP	729.777778	802	400	808	673	140	1155	928	0	1662	0
MMUT	728.111111	202	0	1208	808	67	1031	1315	274	1648	0
CENPQ	728.111111	202	0	1208	808	67	1031	1315	274	1648	0
METTL3	726.888889	1016	0	448	327	117	132	1851	618	2033	0
SECISBP2	725.333333	797	0	1082	451	77	511	1267	414	1929	0
CKS2	725.333333	797	0	1082	451	77	511	1267	414	1929	0
CRYBG1	723.666667	582	0	1102	0	112	0	1883	714	2120	0
POLE2	722.000000	634	394	716	890	0	973	996	187	1708	0
KLHDC1	722.000000	634	394	716	890	0	973	996	187	1708	0
HSCB	721.333333	227	0	1463	541	87	895	1252	245	1782	0
CHEK2	721.333333	227	0	1463	541	87	895	1252	245	1782	0
SAE1	720.111111	490	0	1440	301	191	475	1237	437	1910	0
SPRY4	719.333333	517	0	1307	228	182	372	1228	332	2308	0
TTC9B	718.555556	611	0	1527	258	280	0	976	499	2316	0
CNTD2	718.555556	611	0	1527	258	280	0	976	499	2316	0
YEATS4	718.444444	358	196	1232	735	88	732	1041	167	1917	0
FDXR	718.333333	220	0	982	1056	182	1277	871	234	1643	0
PIF1	718.222222	557	0	1486	389	0	154	1232	536	2110	0
H4C3	717.777778	123	0	1116	515	191	404	1435	294	2382	0
H1-6	717.777778	123	0	1116	515	191	404	1435	294	2382	0
PAQR4	716.333333	661	324	677	1091	96	1644	429	0	1525	0
KREMEN2	716.333333	661	324	677	1091	96	1644	429	0	1525	0
TOP1	716.000000	740	219	1350	212	134	526	1302	510	1451	0
GTPBP3	715.555556	661	0	830	838	0	748	907	260	2196	0
ANO8	715.555556	661	0	830	838	0	748	907	260	2196	0
MLLT11	715.222222	301	0	465	1172	0	756	1616	0	2127	0
STK3	710.222222	529	0	375	704	160	330	1573	653	2068	0
OSR2	710.222222	529	0	375	704	160	330	1573	653	2068	0
C1QTNF6	709.777778	203	0	956	212	84	0	1793	853	2287	0
KPNA2	703.888889	784	0	1353	168	92	314	1033	453	2138	0
ZNF687	703.000000	348	0	950	541	0	1127	1128	168	2065	0
PIH1D1	702.000000	600	287	963	678	0	865	800	176	1949	0
ALDH16A1	702.000000	600	287	963	678	0	865	800	176	1949	0
SFN	701.333333	614	362	577	947	0	1598	158	0	2056	0
MSH6	700.222222	478	235	598	1013	160	1114	704	182	1818	0
SCLT1	698.666667	611	391	1031	538	123	503	1380	336	1375	0
C4orf33	698.666667	611	391	1031	538	123	503	1380	336	1375	0
TMEM245	698.222222	194	0	1494	467	155	456	1315	482	1721	0
ZRANB3	695.888889	683	0	858	355	91	403	1519	560	1794	0
R3HDM1	695.888889	683	0	858	355	91	403	1519	560	1794	0
E2F7	695.666667	486	359	862	873	79	570	1042	402	1588	0
LSM14B	694.333333	797	268	1300	456	210	989	287	0	1942	0
RFWD3	689.666667	425	112	936	637	82	947	1374	270	1424	0
PNPLA8	689.222222	443	0	598	936	0	1478	838	172	1738	0
NSUN6	686.444444	550	0	1477	557	123	236	1040	353	1842	0
ARL5B	686.444444	550	0	1477	557	123	236	1040	353	1842	0
CHEK1	686.000000	456	221	1095	588	172	1277	835	186	1344	0
OARD1	685.111111	713	258	675	770	0	1223	740	127	1660	0
NFYA	685.111111	713	258	675	770	0	1223	740	127	1660	0
DZIP3	683.111111	398	371	1229	790	126	628	1076	128	1402	0
CIP2A	683.111111	398	371	1229	790	126	628	1076	128	1402	0
ZNF530	682.333333	966	267	828	376	94	169	1372	459	1610	0
AEN	682.222222	411	0	1319	682	0	614	1022	341	1751	0
PSMG2	681.000000	721	375	1041	638	180	728	641	112	1693	0
CEP76	681.000000	721	375	1041	638	180	728	641	112	1693	0
S100A1	680.333333	515	0	659	771	0	1130	849	146	2053	0
S100A13	680.333333	515	0	659	771	0	1130	849	146	2053	0
CHTOP	680.333333	515	0	659	771	0	1130	849	146	2053	0
RASAL2	678.000000	666	0	359	707	301	128	1280	460	2201	0
COQ2	677.777778	1175	251	733	261	196	711	626	280	1867	0
THAP11	676.444444	643	0	464	598	0	892	1293	374	1824	0
MZT2A	675.111111	165	196	536	709	116	1645	517	173	2019	0
NUP85	674.777778	638	243	666	1035	87	474	1232	425	1273	0
SUV39H2	673.666667	1003	209	1359	330	131	663	474	0	1894	0
DIP2A	673.111111	777	293	1451	347	0	708	675	128	1679	0
FAM111B	672.888889	281	0	770	821	83	0	1578	650	1873	0
HNRNPUL1	672.777778	347	201	743	692	0	1164	750	146	2012	0
FAM83D	672.111111	722	119	1324	322	131	480	749	0	2202	0
NUDCD2	671.111111	593	0	1071	254	105	331	1341	566	1779	0
HMMR	671.111111	593	0	1071	254	105	331	1341	566	1779	0
GINS4	670.555556	562	305	1107	479	138	658	794	277	1715	0
TONSL	670.222222	968	413	637	380	342	782	665	411	1434	0
ECT2	669.666667	417	130	1460	472	62	412	1177	240	1657	0
RANBP3	668.555556	637	0	514	934	62	1525	203	0	2142	0
FAM122C	668.000000	515	190	0	796	221	453	1101	359	2377	0
FAM122B	668.000000	515	190	0	796	221	453	1101	359	2377	0
ZAR1L	666.333333	614	541	883	496	139	794	834	319	1377	0
BRCA2	666.333333	614	541	883	496	139	794	834	319	1377	0
SARNP	665.000000	240	0	535	932	0	1260	1077	286	1655	0
POLN	665.000000	1126	238	902	383	128	725	641	128	1714	0
ORMDL2	665.000000	240	0	535	932	0	1260	1077	286	1655	0
HAUS3	665.000000	1126	238	902	383	128	725	641	128	1714	0
SOX15	664.333333	765	184	597	1063	189	950	281	0	1950	0
MPDU1	664.333333	765	184	597	1063	189	950	281	0	1950	0
LOC100996842	664.333333	765	184	597	1063	189	950	281	0	1950	0
CD68	664.333333	765	184	597	1063	189	950	281	0	1950	0
ZDHHC12	662.444444	219	222	951	659	0	1036	820	133	1922	0
KLF9	661.555556	157	0	431	863	0	109	1775	687	1932	0
HAUS6	661.333333	386	0	910	477	95	423	1280	429	1952	0
PRPSAP1	660.000000	473	0	831	228	197	134	1632	500	1945	0
TAF5	653.888889	529	0	1219	459	99	408	1083	290	1798	0
LSM4	653.555556	609	119	639	856	0	898	520	100	2141	0
SMG9	651.000000	532	206	1034	385	133	816	820	289	1644	0
IPMK	651.000000	1275	0	1645	260	168	288	1013	327	883	0
CISD1	651.000000	1275	0	1645	260	168	288	1013	327	883	0
MRPS11	649.000000	297	160	851	781	98	869	979	290	1516	0
MRPL46	649.000000	297	160	851	781	98	869	979	290	1516	0
CATSPERE	647.555556	570	0	889	873	0	1016	610	0	1870	0
ADSS2	647.555556	570	0	889	873	0	1016	610	0	1870	0
RMDN3	647.444444	159	140	660	1367	0	1384	710	0	1407	0
GCHFR	647.444444	159	140	660	1367	0	1384	710	0	1407	0
LAMTOR1	647.111111	594	0	854	740	0	339	1197	399	1701	0
ANAPC15	647.111111	594	0	854	740	0	339	1197	399	1701	0
ICA1L	646.666667	662	300	969	133	327	428	769	235	1997	0
ZNF823	645.333333	625	0	1116	285	78	585	850	331	1938	0
NUP205	645.222222	552	0	890	531	81	791	1302	352	1308	0
FAM222A	644.555556	238	255	1080	294	136	1192	653	0	1953	0
ZC3H10	644.111111	489	0	751	397	0	780	795	268	2317	0
ESYT1	644.111111	489	0	751	397	0	780	795	268	2317	0
KDM4D	643.666667	532	222	726	596	145	253	1194	303	1822	0
CWC15	643.666667	532	222	726	596	145	253	1194	303	1822	0
LY6G5B	642.111111	193	0	722	929	0	1531	819	156	1429	0
GPANK1	642.111111	193	0	722	929	0	1531	819	156	1429	0
CSNK2B	642.111111	193	0	722	929	0	1531	819	156	1429	0
C6orf47	642.111111	193	0	722	929	0	1531	819	156	1429	0
APOM	642.111111	193	0	722	929	0	1531	819	156	1429	0
LIN54	641.000000	815	264	1217	219	170	649	530	246	1659	0
HSPA14	640.888889	672	0	555	656	88	816	993	258	1730	0
CDNF	640.888889	672	0	555	656	88	816	993	258	1730	0
ZSWIM9	640.555556	682	223	964	597	228	967	422	95	1587	0
LIG1	640.555556	682	223	964	597	228	967	422	95	1587	0
HINT3	639.888889	443	185	924	376	0	819	1216	360	1436	0
MNS1	638.444444	389	186	1095	0	66	502	1555	644	1309	0
INTS12	638.000000	470	150	1043	220	160	157	1585	375	1582	0
GSTCD	638.000000	470	150	1043	220	160	157	1585	375	1582	0
TMPO	637.000000	372	392	1099	441	246	374	873	343	1593	0
SRSF2	635.222222	278	253	1098	849	0	1218	453	0	1568	0
MFSD11	635.222222	278	253	1098	849	0	1218	453	0	1568	0
H2AZ2	634.555556	311	0	616	1158	0	1070	820	115	1621	0
INIP	634.000000	787	0	911	447	114	667	1074	203	1503	0
MIS12	633.666667	574	0	874	811	211	254	938	177	1864	0
SNRPC	630.555556	282	0	946	476	0	659	793	201	2318	0
WDR70	630.444444	192	0	615	1455	0	984	787	301	1340	0
NUP155	630.444444	192	0	615	1455	0	984	787	301	1340	0
UFD1	630.111111	145	0	1033	538	99	1590	781	153	1332	0
RPA2	630.111111	668	0	719	721	0	631	961	240	1731	0
CDC45	630.111111	145	0	1033	538	99	1590	781	153	1332	0
CDK19	629.666667	817	270	1164	646	197	287	642	267	1377	0
AMD1	629.666667	817	270	1164	646	197	287	642	267	1377	0
TPRN	629.333333	670	231	982	663	116	739	519	0	1744	0
TMEM203	629.333333	670	231	982	663	116	739	519	0	1744	0
NDOR1	629.333333	670	231	982	663	116	739	519	0	1744	0
CNTLN	627.333333	735	328	0	1925	211	0	474	0	1973	0
DDX21	627.000000	599	0	812	421	100	199	1554	509	1449	0
RNASEH2A	626.333333	512	413	746	719	0	707	675	58	1807	0
PRDX2	626.333333	512	413	746	719	0	707	675	58	1807	0
TMEM126B	625.555556	529	0	968	591	74	948	497	90	1933	0
DLG2	625.555556	529	0	968	591	74	948	497	90	1933	0
ZNF695	624.777778	576	0	0	627	78	628	1237	436	2041	0
MTBP	623.888889	312	0	741	536	171	198	1604	593	1460	0
MRPL13	623.888889	312	0	741	536	171	198	1604	593	1460	0
OXR1	623.333333	256	0	0	433	74	117	1924	854	1952	0
CCNE1	622.555556	754	205	1252	389	273	792	364	0	1574	0
E2F2	621.666667	155	207	1111	553	299	1143	396	0	1731	0
DNAH6	620.555556	628	0	0	0	0	155	1929	891	1982	0
RPGRIP1	619.222222	0	0	801	0	76	1535	961	115	2085	0
TXNDC16	617.222222	482	0	634	804	142	623	674	233	1963	0
GPR137C	617.222222	482	0	634	804	142	623	674	233	1963	0
EXOSC8	617.000000	571	243	700	565	91	347	1222	185	1629	0
ALG5	617.000000	571	243	700	565	91	347	1222	185	1629	0
QTRT1	616.222222	630	0	452	506	113	811	1017	492	1525	0
CR1L	615.555556	1071	0	1137	0	225	1581	286	0	1240	0
ZNF443	615.333333	547	149	810	495	0	275	1124	335	1803	0
PUM2	614.666667	699	166	440	1181	0	1085	630	0	1331	0
PNRC2	610.777778	913	237	892	433	141	687	274	0	1920	0
C5orf24	610.777778	272	0	360	910	0	1551	543	169	1692	0
SHQ1	609.666667	340	224	1283	155	183	457	1112	239	1494	0
HNRNPAB	609.111111	445	188	568	823	0	836	702	206	1714	0
TCEA1	608.777778	466	263	674	743	0	1200	537	0	1596	0
RNF26	607.111111	314	0	762	162	0	322	1305	287	2312	0
C1QTNF5	607.111111	314	0	762	162	0	322	1305	287	2312	0
ZNF682	604.222222	1520	0	512	0	243	0	2100	1063	0	0
CENPM	604.111111	562	309	1083	665	181	420	528	121	1568	0
TDP1	603.666667	528	346	1058	580	0	403	815	156	1547	0
EFCAB11	603.666667	528	346	1058	580	0	403	815	156	1547	0
